id,name,email,date,score,amount,category
17144,ROBIN MILLER,ROBIN.MILLER@EXAMPLE.COM,27/03/2024,8,1747.44,E-Commerce
17145,LEE ANDERSON, LEE.ANDERSON@SAMPLE.ORG ,09-09-2022,57,"$1,864.60", Retail 
17146,Casey Jones,CASEY.JONES@TEST.NET,,593, 320 , retail 
17147,Alex Wilson,alex.wilson@test.net,2024/07/04,19, 445 ,retail
17148,Taylor Brown,taylor.brown@sample.org,2021-07-11,40,719.08,wholesale
17149,parker smith,parker.smith@test.net,10/10/2023,35,526.81, retail 
17150,Robin Johnson,ROBIN.JOHNSON@SAMPLE.ORG,11-24-2022,39,"$1,160.47",Retail
17151,chris davis,chris.davis@test.net,2024/05/31,52,981.46,E-Commerce
17152,Chris Anderson,CHRIS.ANDERSON@SAMPLE.ORG,02-29-2020,95,1205.48, Retail 
17153,jamie brown,jamie brown@sample org,03/03/2023,99, 1480 ,wholesale
17154,  jamie miller  ,..jamie.miller..@test.net,29/07/2021,41,$745.62,wholesale
17155,Sam Smith,SAM.SMITH@EXAMPLE.COM,07-11-2024,70,1701.47,E-Commerce
17156,Chris Martinez,chris.martinez@sample.org,2021-11-06,25,"$1,120.27",ONLINE
17157,Sam Jones, sam.jones@sample.org ,10-30-2021,,1121.04, Wholesale 
17158,morgan miller,morgan.miller@test.net,06-10-2023,,1435.77,ONLINE
17159,Casey Anderson,casey.anderson@example.com,2024-11-16,NA,$956.16,e-comm
17160,Avery Johnson,avery johnson@mail com,2024-12-04,61,$794.19,Wholesale
17161,Jordan Williams, JORDAN.WILLIAMSSAMPLE.ORG ,06-22-2023,26,441.28,Wholesale
17162,Drew Taylor,drew.taylor@test.net,2021/12/03,19,1007.02,Retail
17163,JAMIE JOHNSON, JAMIE.JOHNSON@MAIL.COM ,2020-11-25,34,"$1,783.86",retail
17164,Chris Wilson,chris.wilson@example.com,2021/01/29,44,"$1,879.61", retail 
17165,Alex Jones,alex.jones@test.net,2024/03/22,46,$767.64, retail 
17166,ALEX JOHNSON,alex.johnson@mail.com,09-26-2020,35,940.59,ONLINE
17167,JAMIE JONES,jamie.jonesmail.com,2024-03-14,96,$184.20,Wholesale
17168,JAMIE MARTINEZ,jamie.martinez@example.com,2023/12/08,NA,1508.92,E-Commerce
17169,Taylor Davis,taylor.davis@test.net,2024/10/06,41,$485.69,Retail
17170,  jordan wilson  ,  jordan wilson  @test net,2024-05-04,46,$770.99,wholesale
17171,  alex smith  ,..alex.smith..@test.net,06-16-2022,,"$1,539.63",Retail
17172,Taylor Garcia,taylor garcia@mail com,2022/06/06,29,$632.90,Wholesale
17173,Avery Wilson,avery.wilson@sample.org,2022/02/04,14,$663.74,E-Commerce
17174,  Robin Garcia  ,..ROBIN.GARCIA..@EXAMPLE.COM,01/05/2023,28,1822.41,ONLINE
17175,chris miller,chris.miller@mail.com,2021/08/06,82,339.36,Wholesale
17176,ALEX RODRIGUEZ,alex.rodriguez@example.com,09/12/2020,48,$228.75,Wholesale
17177,ALEX BROWN,alex.brown@mail.com,2022-11-23,NA,"$1,856.82",Wholesale
17178,Jamie Rodriguez,jamie.rodriguez@example.com,23/12/2022,98,1004.82,Wholesale
17179,CHRIS RODRIGUEZ, chris.rodriguez@sample.org ,2021-08-02,3694,"$1,036.63",Retail
17180,  MORGAN JONES  ,..MORGAN.JONES..@EXAMPLE.COM,02-22-2024,14, 371 , e-comm 
17181,  Riley Miller  ,..RILEY.MILLER..@EXAMPLE.COM,2023/06/13,8,"$1,259.91",Retail
17182,  drew wilson  ,..DREW.WILSON..@TEST.NET,10-07-2023,2976,626.65, E-Commerce 
17183,, riley.davis@example.com ,08-20-2020,24,"$1,241.49", Retail 
17184,  Quinn Jones  ,..quinn.jones..@mail.com,2022/01/03,43,$436.72,E-Commerce
17185,quinn smith,quinn.smith@test.net,2022/09/02,,"$1,084.15",retail
17186,drew wilson,DREW.WILSON@MAIL.COM,06-05-2020,87,"$1,607.99",wholesale
17187,  Alex Johnson  ,..alex.johnson..@sample.org,08-01-2020,84,"$1,672.84", Retail 
17188,  Avery Taylor  ,..avery.taylor..@example.com,08-13-2020,35,895.06,Retail
17189,taylor anderson,taylor.andersonmail.com,03/09/2020,688,$224.20,Retail
17190,TAYLOR MARTINEZ, taylor.martinez@sample.org ,2021-09-20,47,$388.62,Wholesale
17191,  Morgan Miller  ,..MORGAN.MILLER..EXAMPLE.COM,2023-07-17,39,262.8,retail
17192,  Quinn Taylor  ,  quinn taylor  @mail com,09-02-2022,45,14.0, Retail 
17193,CHRIS WILSON, chris.wilson@sample.org ,04/05/2024,3600,1203.26,e-comm
17194,Lee Johnson,lee.johnson@mail.com,2023/05/26,79,"$1,792.23", Retail 
17195,jordan taylor,jordan.taylor@example.com,2020-09-19,75,$636.59,Retail
17196,  JAMIE WILLIAMS  ,..jamie.williams..@sample.org,2023/09/11,63,137.73,e-comm
17197,  Jordan Garcia  ,..jordan.garcia..mail.com,02/05/2020,94,$813.54,retail
17198,  Drew Garcia  ,..drew.garcia..@test.net,01/10/2024,60,"$1,836.46", retail 
17199,Drew Garcia,drew.garcia@test.net,2020/09/07,52,1864.83,Wholesale
17200,chris rodriguez,CHRIS.RODRIGUEZ@TEST.NET,04-19-2020,3190,1859.87, retail 
17201,Taylor Williams,taylor.williams@sample.org,29/04/2023,, 1111 ,Retail
17202,  chris martinez  ,..chris.martinez..example.com,2021-04-27,65,1418.79,ONLINE
17203,Chris Miller,chris.miller@sample.org,2021-08-31,41,$111.72, e-comm 
17204,, ..JORDAN.WILSON..@MAIL.COM ,03/08/2021,87,1707.33, Wholesale 
17205,  Avery Taylor  ,  avery taylor  @mail com,2023/01/06,abc,"$1,157.77",wholesale
17206,Avery Davis,AVERY.DAVIS@SAMPLE.ORG,18/05/2022,27,$999.49, retail 
17207,  avery taylor  ,..AVERY.TAYLOR..@TEST.NET,14/09/2022,82, 101 ,E-Commerce
17208,taylor anderson,taylor.anderson@sample.org,2024/06/22,7,208.74,ONLINE
17209,CASEY MARTINEZ,CASEY.MARTINEZSAMPLE.ORG,,83,655.12,retail
17210,  Casey Jones  , ..casey.jones..@mail.com ,2021/09/28,,1077.4,Retail
17211,Jordan Williams,jordan.williams@mail.com,12/11/2022,4252,"$1,218.69",ONLINE
17212,Drew Williams, drew.williams@sample.org ,2021/11/11,92,"$1,482.39", Retail 
17213,Parker Taylor, parker.taylor@mail.com ,2022-02-03,25,1112.0,e-comm
17214,  Jordan Brown  ,..jordan.brown..@sample.org,2021-02-24,3817,1207.78,Retail
17215,ALEX JONES,alex.jones@sample.org,2022/05/15,1930,1269.72,wholesale
17216,jamie brown,JAMIE.BROWN@SAMPLE.ORG,2022/10/24,67,"$1,397.05",retail
17217,avery williams, avery.williams@mail.com ,10-08-2021,59,336.4, ONLINE 
17218,Riley Miller,riley miller@test net,2020-02-17,7,897.69,Retail
17219,Drew Miller,DREW.MILLER@TEST.NET,11-11-2024,40,"$1,253.02",E-Commerce
17220,  jordan taylor  ,..jordan.taylor..@test.net,07-27-2024,null,517.43,E-Commerce
17221,  Riley Miller  ,..riley.miller..@test.net,10-04-2024,93,564.09, E-Commerce 
17222,  Taylor Garcia  ,..taylor.garcia..@sample.org,2024/02/15,33,903.8,retail
17223,Quinn Williams,quinn.williams@example.com,2023/02/28,abc,$134.41,Wholesale
17224,Alex Taylor,alex.taylor@test.net,2024-07-13,47,"$1,029.65",e-comm
17225,Riley Anderson,riley.anderson@mail.com,15/02/2023,87,$387.15,Retail
17226,chris brown, chris.brown@mail.com ,2024/05/16,70,$285.37,wholesale
17227,Taylor Garcia,TAYLOR.GARCIA@SAMPLE.ORG,2020-05-24,34,"$1,534.26",Retail
17228,  Sam Miller  ,..SAM.MILLER..@EXAMPLE.COM,14/12/2024,4797,720.24,Retail
17229,Chris Taylor,chris.taylor@sample.org,25/09/2024,,901.38,wholesale
17230,chris taylor, chris.taylor@sample.org ,2023/10/28,22,"$1,323.95",wholesale
17231,Morgan Anderson,morgan.anderson@mail.com,2022/01/17,abc, 1025 , E-Commerce 
17232,DREW MILLER,drew.miller@sample.org,25/11/2023,37,"$1,133.77",Wholesale
17233,Alex Garcia,ALEX.GARCIA@EXAMPLE.COM,2023-02-18,25,60.22,e-comm
17234,Casey Rodriguez,casey.rodriguez@test.net,2024-05-26,1222,601.43, retail 
17235,  Sam Jones  , ..SAM.JONES..@EXAMPLE.COM ,2021/06/21,67,62.08,Retail
17236,  Riley Garcia  ,..RILEY.GARCIA..@SAMPLE.ORG,2020-04-14,22,$50.43,Wholesale
17237,,jordan.rodriguez@mail.com,2021-07-18,88,554.01,Wholesale
17238,TAYLOR MILLER,taylor.miller@test.net,11-03-2020,32, 1151 ,ONLINE
17239,Sam Anderson,SAM.ANDERSON@SAMPLE.ORG,2023/05/14,9,$283.01,wholesale
17240,avery wilson, avery wilson@test net ,2022-03-24,50,108.84, retail 
17241,Robin Anderson,ROBIN.ANDERSON@TEST.NET,2023/04/13,12,1986.87,E-Commerce
17242,Avery Miller,avery.miller@example.com,11-27-2021,3934,$97.90, retail 
17243,Quinn Smith, QUINN.SMITH@SAMPLE.ORG ,2020/04/16,4359,"$1,775.80",e-comm
17244,  Avery Taylor  , ..avery.taylor..@example.com ,21/09/2022,70,1127.7, wholesale 
17245,Lee Jones,LEE.JONES@TEST.NET,02-14-2024,6,70.12,Retail
17246,ALEX WILSON,alex.wilson@test.net,2024/06/01,59,175.08,retail
17247,PARKER TAYLOR, PARKER.TAYLOR@TEST.NET ,23/02/2020,79, 616 ,retail
17248,PARKER MARTINEZ, parker.martinez@test.net ,01-04-2020,61,$179.58, e-comm 
17249,Parker Garcia,parker.garcia@test.net,2020/06/26,17,607.8,wholesale
17250,  AVERY TAYLOR  ,..avery.taylor..@example.com,2021-01-09,82,469.18,E-Commerce
17251,RILEY MILLER,riley.miller@mail.com,12-11-2022,63,"$1,428.79", ONLINE 
17252,Drew Wilson,drew.wilson@test.net,2021/06/03,67,"$1,422.76",ONLINE
17253,Avery Johnson,avery.johnson@test.net,2021/01/24,68, 322 , E-Commerce 
17254,lee brown,lee.browntest.net,08/10/2021,54,$496.71,Wholesale
17255,PARKER DAVIS, PARKER.DAVIS@SAMPLE.ORG ,2020-01-31,73,"$1,680.86",Wholesale
17256,AVERY DAVIS,avery.davis@example.com,08-15-2024,1,1114.4,wholesale
17257,Drew Davis,DREW.DAVIS@EXAMPLE.COM,07/10/2020,2844,$763.39,ONLINE
17258,Jamie Rodriguez,jamie.rodriguez@mail.com,2022/04/08,71,$497.11, e-comm 
17259,Taylor Davis,taylor.davis@mail.com,11-06-2020,15,$657.46,Retail
17260,drew williams, DREW.WILLIAMS@MAIL.COM ,2024-07-19,44,$79.60,ONLINE
17261,  Drew Taylor  , ..drew.taylor..@mail.com ,05/04/2021,64,"$1,912.27",ONLINE
17262,  Drew Williams  ,..drew.williams..@test.net,08-02-2020,7,$290.53,E-Commerce
17262,  Drew Williams  ,..drew.williams..@test.net,08-02-2020,7,$290.53,E-Commerce
17263,Quinn Smith,quinn.smith@sample.org,11-15-2022,NA,$364.07,wholesale
17264,QUINN ANDERSON,QUINN.ANDERSON@EXAMPLE.COM,2023/01/09,92,659.78, E-Commerce 
17265,Sam Smith,sam.smith@test.net,2022-09-14,21,1619.88,wholesale
17266,  RILEY TAYLOR  ,..RILEY.TAYLOR..@SAMPLE.ORG,2023/04/06,20,"$1,225.06",Wholesale
17267,casey miller,CASEY.MILLER@MAIL.COM,2020/06/03,30,$103.60,E-Commerce
17268,Casey Garcia,casey.garcia@sample.org,2024/12/08,,"$1,141.63",E-Commerce
17269,  quinn rodriguez  ,..quinn.rodriguez..@sample.org,13/09/2023,abc,218.84,Retail
17270,RILEY MARTINEZ,,2021-04-08,16,974.0,e-comm
17271,casey garcia,casey.garcia@test.net,2022/04/09,29,1555.99, Retail 
17272,parker jones,PARKER.JONES@TEST.NET,26/12/2020,9,"$1,581.89", ONLINE 
17273,Casey Taylor, casey.taylor@test.net ,02-02-2020,44,626.89,ONLINE
17274,quinn miller,quinn.miller@example.com,09/11/2021,,$567.73,E-Commerce
17275,jordan davis,JORDAN.DAVISSAMPLE.ORG,04-03-2021,4824,"$1,363.70", E-Commerce 
17276,,robin anderson@sample org,2022/06/14,32,287.35, retail 
17277,Jamie Williams,JAMIE.WILLIAMS@EXAMPLE.COM,2022/06/23,49,$297.96, retail 
17278,Riley Davis,riley.davis@sample.org,2020-08-01,,$583.22, Retail 
17279,CASEY MILLER,casey.miller@mail.com,10-23-2022,1462,1190.44,e-comm
17280,taylor anderson,taylor.anderson@test.net,2020/08/12,54,1105.09,Wholesale
17281,Jamie Jones,jamie.jones@mail.com,2022-03-07,53,"$1,469.53",Retail
17282,Morgan Johnson, morgan.johnson@example.com ,2020/12/29,45,"$1,465.37", retail 
17283,Lee Davis,,15/01/2022,1129,"$1,132.86",Retail
17284,  JAMIE WILSON  ,   jamie wilson  @mail com ,2023/03/06,30,109.41,Retail
17285,Lee Miller,LEE MILLER@EXAMPLE COM,2023/05/23,abc,$268.98,ONLINE
17286,  Lee Martinez  ,..lee.martinez..mail.com,2023-05-24,59,1218.94,e-comm
17287,Alex Anderson,alex.anderson@example.com,10-03-2021,27,"$1,693.82",Wholesale
17288,Robin Martinez,robin.martinez@example.com,15/09/2021,26,1562.86,ONLINE
17289,  riley wilson  ,..RILEY.WILSON..@SAMPLE.ORG,08-29-2024,,$938.19, E-Commerce 
17290,alex williams,,02-09-2024,98,1376.13,Wholesale
17291,Drew Davis,drew.davis@test.net,21/10/2022,100,"$1,239.50",retail
17292,Jordan Miller,jordan.miller@test.net,12/01/2022,21,1012.95,wholesale
17293,Lee Williams,lee.williams@sample.org,2022/05/18,66,355.11,Retail
17294,Jamie Williams,JAMIE.WILLIAMS@MAIL.COM,,3,$637.06,wholesale
17295,Riley Garcia,riley.garcia@mail.com,2024/05/07,47,$524.83,E-Commerce
17296,PARKER WILSON,parker.wilson@sample.org,2021-12-02,10,$993.72,ONLINE
17297,taylor smith,taylor.smith@mail.com,2022/01/25,1499,"$1,142.02",wholesale
17298,,morgan.garcia@test.net,2024/11/10,87,$214.13,ONLINE
17299,  parker jones  ,..parker.jones..@test.net,2021/05/25,49,1276.73,Wholesale
17300,Parker Jones,parker.jones@test.net,18/06/2021,1405,867.1,ONLINE
17301,Sam Taylor,sam.taylor@sample.org,28/06/2022,null,1700.93,Retail
17302,DREW GARCIA,DREW.GARCIA@SAMPLE.ORG,2024-12-14,53,$582.87, retail 
17303,  ROBIN JOHNSON  ,..ROBIN.JOHNSON..@MAIL.COM,2020/08/20,, 1034 , E-Commerce 
17304,Taylor Garcia,taylor.garcia@test.net,2020-05-01,463,139.18,retail
17305,Taylor Taylor,taylor.taylor@example.com,16/11/2023,93,$142.99,ONLINE
17306,Drew Jones,DREW.JONES@EXAMPLE.COM,2020/10/23,4284, 809 ,ONLINE
17307,lee johnson,lee.johnson@example.com,26/08/2020,376,1886.59, ONLINE 
17308,ALEX JONES,ALEX.JONES@SAMPLE.ORG,03/05/2021,91,759.54, wholesale 
17309,  Parker Brown  ,..parker.brown..@example.com,06-10-2024,11,"$1,897.26", E-Commerce 
17310,Taylor Martinez,TAYLOR.MARTINEZ@TEST.NET,2024-12-19,79,400.75,ONLINE
17311,  Drew Smith  ,..DREW.SMITH..@TEST.NET,03-22-2021,4459,$608.12,wholesale
17312,TAYLOR GARCIA,taylor.garcia@example.com,20/01/2020,null,302.59,wholesale
17313,  Quinn Johnson  ,..quinn.johnson..@mail.com,24/11/2022,27,$936.61,Wholesale
17314,  Casey Johnson  ,..casey.johnson..@mail.com,2022-06-01,57,1144.56, E-Commerce 
17315,quinn brown,quinn.brown@sample.org,2022-09-05,86,"$1,528.41", wholesale 
17316,  Jamie Wilson  , ..jamie.wilson..@mail.com ,2021-12-12,96,"$1,116.60", ONLINE 
17317,Parker Miller, parker.miller@mail.com ,2024-10-10,30,$853.46,Retail
17318,CHRIS RODRIGUEZ,chris.rodriguez@mail.com,03/09/2020,964,"$1,234.77",wholesale
17319,  CHRIS JONES  ,..chris.jones..@mail.com,2021-08-25,abc,$550.04, Retail 
17320,  chris williams  ,..CHRIS.WILLIAMS..@EXAMPLE.COM,2022-08-13,24,"$1,688.23",ONLINE
17321,Alex Jones,alex.jones@sample.org,2022-04-26,60,1003.14,e-comm
17322,  Chris Miller  ,..chris.miller..mail.com,22/11/2021,100,1110.44, retail 
17323,Drew Smith,drew.smith@mail.com,26/04/2023,NA,"$1,526.46",wholesale
17324,Lee Smith,lee.smith@mail.com,2022-08-26,29,"$1,927.17",Retail
17325,Taylor Martinez, taylor.martinez@sample.org ,2022-02-08,85,$831.41,Wholesale
17326,jamie martinez,jamie.martinez@mail.com,09-01-2020,,$918.67, wholesale 
17327,lee brown,lee.brown@test.net,06/05/2022,1412,"$1,401.68",Wholesale
17328,Robin Martinez, ROBIN.MARTINEZ@SAMPLE.ORG ,2022-06-29,20,1494.4,Wholesale
17329,MORGAN RODRIGUEZ,morgan.rodriguez@example.com,14/12/2024,98,"$1,649.20",E-Commerce
17330,Alex Jones, alex.jones@mail.com ,2020/04/17,70,1830.68,Retail
17331,Robin Smith,robin.smith@example.com,29/09/2023,100,1882.01,retail
17332,Morgan Taylor, morgan.taylor@mail.com ,2023-07-03,NA,$745.59,wholesale
17333,lee jones,LEE.JONES@EXAMPLE.COM,01-17-2021,99,$289.58,e-comm
17334,taylor miller, taylor.miller@mail.com ,2021/02/06,9,"$1,076.53", wholesale 
17335,QUINN GARCIA,quinn.garcia@example.com,18/10/2022,66,1573.22,ONLINE
17336,  Robin Miller  , ..robin.miller..@sample.org ,04/04/2021,87,1487.65,e-comm
17337,Avery Taylor,avery taylor@test net,07/01/2020,33,"$1,640.70",wholesale
17338,robin jones,robin jones@test net,08/05/2020,27,"$1,987.45",Wholesale
17339,ROBIN TAYLOR, robin.taylor@sample.org ,03-16-2022,92, 1128 , retail 
17340,Drew Wilson, drew.wilson@example.com ,26/07/2020,34, 1520 ,e-comm
17341,Riley Jones,riley.jones@test.net,09/04/2022,81,$125.17,e-comm
17342,  taylor miller  , ..taylor.miller..@test.net ,2020/02/18,16, 157 ,e-comm
17343,Parker Miller,parker.miller@sample.org,2022-01-25,38,$993.88, wholesale 
17344,lee smith,LEE.SMITH@SAMPLE.ORG,05-05-2021,61, 730 ,e-comm
17345,ALEX ANDERSON,alex.andersonexample.com,12/01/2023,81,"$1,071.35",retail
17345,ALEX ANDERSON,alex.andersonexample.com,12/01/2023,81,"$1,071.35",retail
17346,Quinn Smith,quinn.smith@sample.org,2021-12-15,89,627.57,E-Commerce
17347,  JAMIE GARCIA  ,..jamie.garcia..@test.net,10-14-2023,56,$456.23, Retail 
17348,parker anderson,parker.anderson@test.net,09-06-2024,NA,1313.52,ONLINE
17349,Avery Taylor,avery.taylor@example.com,2020/08/18,3043,475.67, E-Commerce 
17350,casey davis,casey.davis@example.com,2022-09-21,66,$242.36,e-comm
17351,  robin johnson  ,..robin.johnson..@mail.com,2020/08/30,94,301.72,E-Commerce
17352,robin wilson,robin wilson@mail com,02-08-2020,79, 630 ,wholesale
17353,Taylor Rodriguez, taylor.rodriguez@example.com ,2024-09-29,3690,$274.97,E-Commerce
17354,  Jamie Williams  ,..jamie.williams..@sample.org,2023/10/29,671,$886.23,Retail
17355,  Parker Anderson  , ..PARKER.ANDERSON..@SAMPLE.ORG ,2022/01/28,1873,$190.86,Wholesale
17356,morgan miller,morgan.miller@sample.org,13/11/2021,50,"$1,622.80",e-comm
17357,lee smith,lee.smith@mail.com,2023/07/12,40,"$1,793.65",retail
17358,Casey Rodriguez, casey rodriguez@test net ,12-19-2024,13,1069.03,e-comm
17359,  quinn miller  ,..QUINN.MILLER..@MAIL.COM,2024/04/28,54,927.67,retail
17360,CASEY MARTINEZ,casey.martinez@example.com,24/07/2021,69,1613.98,ONLINE
17361,  Parker Smith  , ..parker.smith..mail.com ,15/04/2021,82, 1020 ,wholesale
17362,Chris Rodriguez,chris.rodriguez@example.com,2023-10-16,81,"$1,939.87",e-comm
17363,Sam Johnson, sam.johnson@mail.com ,2021/05/11,9,"$1,466.99",retail
17364,casey rodriguez, casey.rodriguez@mail.com ,2021-08-17,1990, 1207 ,wholesale
17365,sam davis,sam.davis@example.com,2021-08-30,1,16.55,ONLINE
17366,Lee Martinez,lee.martinez@test.net,06-02-2020,3147,511.73, Wholesale 
17367,  morgan martinez  ,  morgan martinez  @mail com,12-07-2022,890,"$1,335.94",ONLINE
17368,  Quinn Martinez  , ..quinn.martinez..@test.net ,2021-07-23,2505,"$1,870.47",Retail
17369,  quinn brown  ,..quinn.brown..@mail.com,26/10/2021,,$721.87, wholesale 
17370,Jordan Anderson, JORDAN.ANDERSON@TEST.NET ,08-08-2021,1743, 369 ,Retail
17371,LEE WILSON, LEE.WILSON@SAMPLE.ORG ,12-11-2021,82,1455.48,e-comm
17372,Quinn Johnson,quinn.johnson@test.net,2023-12-15,46,$699.87,Retail
17373,Morgan Garcia,morgan.garcia@mail.com,2023/04/02,880,"$1,494.54",ONLINE
17374,Lee Miller,lee.miller@sample.org,15/07/2022,1026,"$1,296.61",Retail
17375,Casey Anderson, casey.anderson@sample.org ,2024/03/24,, 1234 ,Wholesale
17376,Drew Wilson,drew.wilson@mail.com,2022/05/26,NA, 142 ,e-comm
17377,Parker Taylor,PARKER.TAYLOR@TEST.NET,02-12-2023,49,565.28,Retail
17378,Drew Miller,DREW.MILLER@SAMPLE.ORG,2021/11/16,17,1676.27, E-Commerce 
17379,Alex Garcia,alex.garcia@example.com,2020-03-28,56,"$1,221.99",E-Commerce
17380,Drew Anderson,drew.anderson@test.net,2022/09/16,74,"$1,680.63",ONLINE
17381,Morgan Jones, MORGAN.JONES@TEST.NET ,2020-10-15,59,"$1,926.38",e-comm
17382,Taylor Anderson,TAYLOR.ANDERSON@EXAMPLE.COM,01/05/2023,8, 516 ,E-Commerce
17383,avery anderson, avery.anderson@test.net ,2023-07-14,20,$273.05,ONLINE
17384,Avery Davis,avery.davis@mail.com,2023/12/02,2030,"$1,368.10",E-Commerce
17385,Taylor Miller,TAYLOR.MILLER@MAIL.COM,2024-08-23,null,510.16, E-Commerce 
17386,  Jamie Williams  ,..jamie.williams..@mail.com,2022-04-06,4209,1167.72,Retail
17387,JORDAN GARCIA, jordan.garcia@sample.org ,2023/03/13,NA,$137.23,ONLINE
17388,riley rodriguez,RILEY.RODRIGUEZ@EXAMPLE.COM,02/08/2020,70,$268.37,e-comm
17389,Parker Wilson,parker.wilson@mail.com,08-21-2024,26,1040.33,E-Commerce
17390,lee jones, lee.jones@example.com ,2022/09/17,4800,"$1,279.20",Wholesale
17391,drew anderson,DREW.ANDERSON@EXAMPLE.COM,2024-06-06,,"$1,163.43",wholesale
17392,Casey Wilson,casey.wilson@test.net,2024/02/23,52,$284.06, retail 
17393,CASEY JOHNSON,casey.johnson@mail.com,2022/01/27,57,1998.71,ONLINE
17394,avery smith,AVERY.SMITH@SAMPLE.ORG,19/11/2022,34,"$1,529.16",Retail
17395,  Quinn Garcia  , ..quinn.garcia..@sample.org ,26/01/2023,93,$157.71,Wholesale
17396,  Riley Jones  ,..riley.jones..@mail.com,2023-09-01,, 310 , retail 
17397,Morgan Johnson,morgan.johnson@sample.org,2022-12-22,83, 1699 ,retail
17398,  Sam Garcia  ,..SAM.GARCIA..@MAIL.COM,14/04/2022,32,"$1,116.80",E-Commerce
17399,  ALEX RODRIGUEZ  ,..alex.rodriguez..@test.net,06/04/2024,54,1101.99,Wholesale
17400,JORDAN ANDERSON,JORDAN.ANDERSONSAMPLE.ORG,2023-05-06,12,"$1,657.46",Wholesale
17401,  PARKER WILSON  ,..PARKER.WILSON..@EXAMPLE.COM,04-12-2024,46, 48 ,wholesale
17402,Avery Miller, avery.miller@mail.com ,2021-09-16,25,409.38, ONLINE 
17403,CASEY MILLER, casey.miller@test.net ,2023/01/16,18,"$1,582.87",wholesale
17404,chris miller,chris.miller@sample.org,25/05/2023,36,$664.72,retail
17405,Taylor Johnson,TAYLOR.JOHNSON@EXAMPLE.COM,04/04/2021,3856,1157.87,wholesale
17406,drew jones,DREW.JONES@TEST.NET,2023-11-02,380,$506.42,E-Commerce
17407,Robin Smith,robin.smithtest.net,2023-12-01,79,"$1,581.90", ONLINE 
17408,QUINN WILLIAMS,QUINN.WILLIAMS@EXAMPLE.COM,2021/09/08,1407,779.16,e-comm
17409,, ..CASEY.WILSON..@EXAMPLE.COM ,2024/08/14,2062,1536.95, Wholesale 
17410,  Drew Jones  ,..drew.jones..@test.net,2021/03/09,34,$364.88,Retail
17411,Lee Williams, lee.williams@sample.org ,,abc,1190.12,e-comm
17412,Taylor Martinez,taylor.martinez@sample.org,01-12-2024,2682,"$1,893.66",ONLINE
17413,  Lee Johnson  , ..lee.johnson..@mail.com ,2024-03-12,20,"$1,929.78",wholesale
17414,  Jordan Garcia  ,..jordan.garcia..test.net,09-20-2020,44,1339.08,wholesale
17415,lee davis,lee.davis@example.com,14/01/2022,null,950.85,ONLINE
17416,ALEX JOHNSON,alex.johnson@sample.org,2021-06-26,5,"$1,501.68",wholesale
17417,  sam miller  ,..sam.miller..@mail.com,2022-08-25,45,$523.75,Wholesale
17418,Jordan Anderson,JORDAN.ANDERSON@TEST.NET,2022/08/02,92,1419.63,ONLINE
17419,  casey anderson  ,..casey.anderson..@test.net,2021/01/13,11,1708.28,e-comm
17420,LEE ANDERSON,LEE.ANDERSON@EXAMPLE.COM,09-10-2024,2987,375.17,wholesale
17421,Morgan Johnson, morgan.johnson@test.net ,2024-10-14,45,1564.05,e-comm
17422,casey taylor,casey.taylor@test.net,02/07/2020,32,"$1,933.14",Wholesale
17423,ROBIN WILSON,robin.wilsonmail.com,2022/01/18,27,"$1,063.84", Wholesale 
17424,  lee rodriguez  ,..lee.rodriguez..@test.net,2023/12/28,48, 1524 ,Wholesale
17425,morgan rodriguez,morgan.rodriguez@mail.com,01-05-2020,68,$47.63,wholesale
17426,quinn anderson,quinn.anderson@test.net,2022-09-20,58,"$1,792.45",ONLINE
17427,Parker Garcia,PARKER.GARCIA@EXAMPLE.COM,2023/06/30,32,"$1,434.49", retail 
17428,Quinn Wilson,quinn.wilson@test.net,2020-10-05,37,1508.47,ONLINE
17429,Quinn Jones, quinn.jones@sample.org ,03-09-2021,23,"$1,610.25",Wholesale
17430,casey garcia,casey.garcia@test.net,24/12/2020,28,1900.3,Retail
17431,riley anderson,riley.anderson@mail.com,18/05/2023,3916,1259.55,ONLINE
17432,  alex rodriguez  ,..alex.rodriguez..@test.net,02-17-2022,36,$924.36,E-Commerce
17433,Alex Smith,alex.smithmail.com,2024-12-09,3, 884 , ONLINE 
17434,Chris Smith,chris.smithexample.com,2020/03/15,17,$188.00,wholesale
17435,robin garcia,ROBIN.GARCIA@SAMPLE.ORG,2024/12/11,31,$823.46,Wholesale
17436,  Casey Jones  ,   casey jones  @mail com ,2022/06/08,1579,616.56,wholesale
17437,Taylor Johnson,taylor.johnson@sample.org,28/03/2021,3,"$1,782.86",E-Commerce
17438,sam wilson,sam.wilsonmail.com,2024-10-11,58,1592.97,Wholesale
17439,morgan martinez,morgan.martinez@sample.org,2021/03/07,,"$1,049.64",e-comm
17440,  chris wilson  ,..chris.wilson..@example.com,02-12-2022,63,1910.84, wholesale 
17441,Taylor Anderson, taylor.anderson@sample.org ,2024/07/06,348,132.74,E-Commerce
17442,Jamie Jones,jamie.jones@sample.org,07-16-2024,63,1333.75,e-comm
17443,Chris Miller,CHRIS.MILLER@MAIL.COM,2023-04-28,4490,$954.06,Wholesale
17444,Morgan Williams,morgan.williams@example.com,2023-10-24,91,584.99, ONLINE 
